x,y,gvi,gvi_adj
12,62,0.10974884033203125,0.10974884033203125
8,53,0.14406967163085938,0.14406967163085938
36,3,0.16435623168945312,0.16435623168945312
19,53,0.12890625,0.12890625
21,47,0.4431610107421875,0.4431610107421875
12,73,0.3310699462890625,0.3310699462890625
30,19,0.3678627014160156,0.3678627014160156
26,79,0.026233673095703125,0.026233673095703125
10,73,0.15735626220703125,0.15735626220703125
3,42,0.15991592407226562,0.15991592407226562
30,53,0.000774383544921875,0.000774383544921875
30,75,0.2825164794921875,0.2825164794921875
18,33,0.12915802001953125,0.12915802001953125
17,60,0.042938232421875,0.042938232421875
5,27,0.21361923217773438,0.21361923217773438
7,49,0.15021896362304688,0.15021896362304688
25,62,0.3084869384765625,0.3084869384765625
15,53,0.06512451171875,0.06512451171875
19,79,0.21830368041992188,0.21830368041992188
29,75,0.0322418212890625,0.0322418212890625
9,21,0.22014617919921875,0.22014617919921875
33,62,0.23171615600585938,0.23171615600585938
20,59,0.18783950805664062,0.18783950805664062
30,27,0.002010345458984375,0.002010345458984375
31,63,0.0,0.0
35,47,0.01627349853515625,0.01627349853515625
36,46,0.2703437805175781,0.2703437805175781
32,29,0.033710479736328125,0.033710479736328125
2,46,0.4731636047363281,0.4731636047363281
7,27,0.09762191772460938,0.09762191772460938
29,79,0.047931671142578125,0.047931671142578125
24,29,0.0,0.0
18,35,0.399200439453125,0.399200439453125
15,32,0.05865478515625,0.05865478515625
6,45,0.22639846801757812,0.22639846801757812
14,57,0.10001754760742188,0.10001754760742188
25,15,0.5750503540039062,0.5750503540039062
31,39,0.291473388671875,0.291473388671875
13,54,0.041057586669921875,0.041057586669921875
20,28,0.16167068481445312,0.16167068481445312
32,63,0.06498336791992188,0.06498336791992188
18,68,0.2364959716796875,0.2364959716796875
24,26,0.2532463073730469,0.2532463073730469
29,12,0.3814048767089844,0.3814048767089844
18,52,0.08501434326171875,0.08501434326171875
20,65,0.24908447265625,0.24908447265625
24,72,0.3616676330566406,0.3616676330566406
19,75,0.3029022216796875,0.3029022216796875
31,44,0.329681396484375,0.329681396484375
25,36,0.5306129455566406,0.5306129455566406
24,53,0.21915435791015625,0.21915435791015625
27,70,0.12817764282226562,0.12817764282226562
34,3,0.454681396484375,0.454681396484375
31,18,0.08176803588867188,0.08176803588867188
23,35,0.43787384033203125,0.43787384033203125
10,54,0.025440216064453125,0.025440216064453125
30,72,0.44073486328125,0.44073486328125
12,18,0.39447784423828125,0.39447784423828125
22,40,0.20316696166992188,0.20316696166992188
6,27,0.04376983642578125,0.04376983642578125
17,44,0.139495849609375,0.139495849609375
3,45,0.18630599975585938,0.18630599975585938
18,45,0.013790130615234375,0.013790130615234375
24,52,0.10940933227539062,0.10940933227539062
26,82,0.11745834350585938,0.11745834350585938
12,41,0.07326889038085938,0.07326889038085938
22,64,0.14789581298828125,0.14789581298828125
23,50,0.0,0.0
11,62,0.33843994140625,0.33843994140625
29,27,0.24689102172851562,0.24689102172851562
14,61,0.17712783813476562,0.17712783813476562
30,18,0.035556793212890625,0.035556793212890625
40,2,0.172515869140625,0.172515869140625
21,26,0.017559051513671875,0.017559051513671875
12,39,0.3611412048339844,0.3611412048339844
29,61,0.02878570556640625,0.02878570556640625
13,29,0.06668853759765625,0.06668853759765625
19,40,0.2960548400878906,0.2960548400878906
22,74,0.29727935791015625,0.29727935791015625
6,42,0.10672378540039062,0.10672378540039062
12,50,0.376953125,0.376953125
24,75,0.2691192626953125,0.2691192626953125
15,62,0.038890838623046875,0.038890838623046875
23,18,0.15221023559570312,0.15221023559570312
17,74,0.071533203125,0.071533203125
19,66,0.16258621215820312,0.16258621215820312
14,42,0.034381866455078125,0.034381866455078125
34,53,0.1270294189453125,0.1270294189453125
10,21,0.15985107421875,0.15985107421875
13,55,0.0408935546875,0.0408935546875
30,26,0.458526611328125,0.458526611328125
25,26,0.33898162841796875,0.33898162841796875
20,80,0.1305694580078125,0.1305694580078125
33,31,0.08258819580078125,0.08258819580078125
42,41,0.2912864685058594,0.2912864685058594
5,41,0.012256622314453125,0.012256622314453125
20,58,0.2310791015625,0.2310791015625
42,42,0.21247100830078125,0.21247100830078125
32,6,0.269744873046875,0.269744873046875
25,60,0.0081634521484375,0.0081634521484375
25,19,0.14440155029296875,0.14440155029296875
32,51,0.036407470703125,0.036407470703125
25,48,0.3625907897949219,0.3625907897949219
44,46,0.038692474365234375,0.038692474365234375
3,43,0.14023208618164062,0.14023208618164062
30,82,0.0322418212890625,0.0322418212890625
29,51,0.0,0.0
6,44,0.03508758544921875,0.03508758544921875
30,46,0.0,0.0
36,47,0.01386260986328125,0.01386260986328125
27,40,0.08441162109375,0.08441162109375
24,70,0.3352317810058594,0.3352317810058594
39,46,0.0660552978515625,0.0660552978515625
23,16,0.05263519287109375,0.05263519287109375
32,11,0.21375274658203125,0.21375274658203125
25,46,0.13029861450195312,0.13029861450195312
28,20,0.26021575927734375,0.26021575927734375
9,36,0.12023162841796875,0.12023162841796875
28,75,0.11190414428710938,0.11190414428710938
24,19,0.1683349609375,0.1683349609375
29,39,0.034076690673828125,0.034076690673828125
22,46,0.05097198486328125,0.05097198486328125
16,57,0.2338104248046875,0.2338104248046875
35,44,0.000164031982421875,0.000164031982421875
21,66,0.12165451049804688,0.12165451049804688
41,1,0.11716461181640625,0.11716461181640625
20,15,0.31256866455078125,0.31256866455078125
26,19,0.4737281799316406,0.4737281799316406
34,47,0.2068634033203125,0.2068634033203125
7,29,0.0047607421875,0.0047607421875
23,27,0.06791305541992188,0.06791305541992188
7,21,0.2770347595214844,0.2770347595214844
17,33,0.3761940002441406,0.3761940002441406
11,50,0.11129379272460938,0.11129379272460938
19,69,0.04257965087890625,0.04257965087890625
19,25,0.20389175415039062,0.20389175415039062
23,23,0.041385650634765625,0.041385650634765625
16,23,0.17205810546875,0.17205810546875
31,10,0.4547538757324219,0.4547538757324219
5,32,0.122955322265625,0.122955322265625
10,53,0.08292388916015625,0.08292388916015625
34,28,0.11133193969726562,0.11133193969726562
16,56,0.034626007080078125,0.034626007080078125
28,36,0.00127410888671875,0.00127410888671875
8,21,0.19874954223632812,0.19874954223632812
36,45,0.006641387939453125,0.006641387939453125
10,41,0.15861129760742188,0.15861129760742188
17,31,0.12322616577148438,0.12322616577148438
30,22,0.16016387939453125,0.16016387939453125
18,69,0.04084014892578125,0.04084014892578125
7,38,0.09341812133789062,0.09341812133789062
29,5,0.253997802734375,0.253997802734375
24,6,0.09640121459960938,0.09640121459960938
20,79,0.015041351318359375,0.015041351318359375
26,61,0.3287315368652344,0.3287315368652344
13,33,0.051025390625,0.051025390625
31,50,0.3187675476074219,0.3187675476074219
12,28,0.13338470458984375,0.13338470458984375
16,49,0.110565185546875,0.110565185546875
18,46,0.05290985107421875,0.05290985107421875
10,26,0.053119659423828125,0.053119659423828125
31,7,0.00592041015625,0.00592041015625
24,21,0.16730117797851562,0.16730117797851562
19,64,0.058849334716796875,0.058849334716796875
11,69,0.30745697021484375,0.30745697021484375
20,53,0.023616790771484375,0.023616790771484375
14,41,0.20958328247070312,0.20958328247070312
27,52,0.15104293823242188,0.15104293823242188
18,58,0.5949058532714844,0.5949058532714844
20,29,0.0921783447265625,0.0921783447265625
30,52,0.000286102294921875,0.000286102294921875
29,62,0.16814041137695312,0.16814041137695312
24,71,0.13474273681640625,0.13474273681640625
23,19,0.060161590576171875,0.060161590576171875
33,46,0.0,0.0
28,12,0.052356719970703125,0.052356719970703125
14,60,0.5046615600585938,0.5046615600585938
39,3,0.29169464111328125,0.29169464111328125
22,69,0.22690200805664062,0.22690200805664062
36,4,0.13578033447265625,0.13578033447265625
13,60,0.3406562805175781,0.3406562805175781
23,69,0.24285125732421875,0.24285125732421875
20,35,0.4159889221191406,0.4159889221191406
1,38,0.07254791259765625,0.07254791259765625
31,35,0.09508514404296875,0.09508514404296875
30,21,0.14400100708007812,0.14400100708007812
18,66,0.05910491943359375,0.05910491943359375
31,66,0.24925994873046875,0.24925994873046875
26,36,0.12476730346679688,0.12476730346679688
29,15,0.3935585021972656,0.3935585021972656
15,16,0.025531768798828125,0.025531768798828125
10,25,0.3319244384765625,0.3319244384765625
20,55,0.16928482055664062,0.16928482055664062
33,39,0.10347747802734375,0.10347747802734375
2,39,0.15808486938476562,0.15808486938476562
34,55,0.14626312255859375,0.14626312255859375
25,47,0.3932952880859375,0.3932952880859375
18,60,0.199859619140625,0.199859619140625
20,19,0.37933349609375,0.37933349609375
31,4,0.09928131103515625,0.09928131103515625
34,36,0.0,0.0
15,46,0.22258758544921875,0.22258758544921875
32,58,0.058452606201171875,0.058452606201171875
13,48,0.09354400634765625,0.09354400634765625
31,46,0.02696990966796875,0.02696990966796875
29,52,0.0,0.0
32,27,0.12445068359375,0.12445068359375
3,37,0.1107330322265625,0.1107330322265625
34,52,0.26322174072265625,0.26322174072265625
21,43,0.379150390625,0.379150390625
34,33,0.3128204345703125,0.3128204345703125
29,33,0.1802215576171875,0.1802215576171875
17,67,0.2706031799316406,0.2706031799316406
10,72,0.3653907775878906,0.3653907775878906
6,35,0.09375762939453125,0.09375762939453125
18,34,0.4113655090332031,0.4113655090332031
34,46,0.09929275512695312,0.09929275512695312
29,4,0.5049476623535156,0.5049476623535156
16,33,0.2541236877441406,0.2541236877441406
11,59,0.13663864135742188,0.13663864135742188
35,42,0.10988616943359375,0.10988616943359375
11,35,0.14800643920898438,0.14800643920898438
34,44,0.09389495849609375,0.09389495849609375
12,61,0.03995513916015625,0.03995513916015625
27,22,0.11300277709960938,0.11300277709960938
38,6,0.11911392211914062,0.11911392211914062
23,47,0.16529464721679688,0.16529464721679688
38,36,0.2813911437988281,0.2813911437988281
16,59,0.183624267578125,0.183624267578125
0,41,0.036869049072265625,0.036869049072265625
32,39,0.32328033447265625,0.32328033447265625
17,24,0.20772171020507812,0.20772171020507812
25,31,0.10757064819335938,0.10757064819335938
18,25,0.1360015869140625,0.1360015869140625
18,15,0.1110382080078125,0.1110382080078125
23,29,0.0040130615234375,0.0040130615234375
25,7,0.01275634765625,0.01275634765625
36,43,0.4705696105957031,0.4705696105957031
7,48,0.23548507690429688,0.23548507690429688
29,16,0.3457183837890625,0.3457183837890625
26,74,0.5144424438476562,0.5144424438476562
27,53,0.21710205078125,0.21710205078125
38,42,0.004100799560546875,0.004100799560546875
20,70,0.10703659057617188,0.10703659057617188
28,26,0.21599960327148438,0.21599960327148438
36,36,0.18753433227539062,0.18753433227539062
13,27,0.48787689208984375,0.48787689208984375
21,49,0.017810821533203125,0.017810821533203125
11,21,0.17962646484375,0.17962646484375
27,30,0.4587898254394531,0.4587898254394531
39,42,0.3341255187988281,0.3341255187988281
9,49,0.23975372314453125,0.23975372314453125
30,8,0.11897659301757812,0.11897659301757812
11,36,0.16037368774414062,0.16037368774414062
30,24,0.15154266357421875,0.15154266357421875
34,12,0.16078948974609375,0.16078948974609375
20,49,0.2849884033203125,0.2849884033203125
31,79,0.07410049438476562,0.07410049438476562
19,48,0.032436370849609375,0.032436370849609375
23,20,0.380218505859375,0.380218505859375
11,30,0.1097564697265625,0.1097564697265625
33,24,0.1204986572265625,0.1204986572265625
27,80,0.026233673095703125,0.026233673095703125
38,48,0.17162704467773438,0.17162704467773438
28,13,0.17945480346679688,0.17945480346679688
35,50,0.0,0.0
33,51,0.3620033264160156,0.3620033264160156
12,34,0.3203849792480469,0.3203849792480469
30,74,0.21113967895507812,0.21113967895507812
21,17,0.15050888061523438,0.15050888061523438
19,44,0.08514404296875,0.08514404296875
9,33,0.0,0.0
23,58,0.0,0.0
35,49,0.23053359985351562,0.23053359985351562
13,64,0.44451141357421875,0.44451141357421875
22,23,0.21251296997070312,0.21251296997070312
27,23,0.10570907592773438,0.10570907592773438
30,61,0.11696243286132812,0.11696243286132812
35,33,0.3501472473144531,0.3501472473144531
38,5,0.3074150085449219,0.3074150085449219
26,17,0.2973670959472656,0.2973670959472656
13,73,0.2659339904785156,0.2659339904785156
29,46,0.45135498046875,0.45135498046875
2,45,0.20648574829101562,0.20648574829101562
33,11,0.24736785888671875,0.24736785888671875
24,45,0.36135101318359375,0.36135101318359375
31,45,0.357574462890625,0.357574462890625
39,2,0.2699623107910156,0.2699623107910156
22,25,0.0,0.0
7,36,0.007061004638671875,0.007061004638671875
33,30,0.16339111328125,0.16339111328125
5,43,0.04239654541015625,0.04239654541015625
23,68,0.3413658142089844,0.3413658142089844
21,30,0.19424819946289062,0.19424819946289062
17,66,0.1824951171875,0.1824951171875
19,42,0.30496978759765625,0.30496978759765625
17,57,0.08530807495117188,0.08530807495117188
33,59,0.1194305419921875,0.1194305419921875
31,52,0.1678009033203125,0.1678009033203125
38,46,0.08334732055664062,0.08334732055664062
25,65,0.24942398071289062,0.24942398071289062
5,40,0.2152557373046875,0.2152557373046875
13,19,0.07276535034179688,0.07276535034179688
28,50,0.060375213623046875,0.060375213623046875
22,82,0.050838470458984375,0.050838470458984375
29,70,0.1283111572265625,0.1283111572265625
16,55,0.040618896484375,0.040618896484375
23,32,0.0,0.0
55,31,0.434173583984375,0.434173583984375
29,41,0.3673286437988281,0.3673286437988281
30,79,0.2889442443847656,0.2889442443847656
17,65,0.25296783447265625,0.25296783447265625
20,71,0.02980804443359375,0.02980804443359375
23,57,0.09638214111328125,0.09638214111328125
30,70,0.20653915405273438,0.20653915405273438
26,21,0.14289474487304688,0.14289474487304688
37,44,0.005771636962890625,0.005771636962890625
21,69,0.34908294677734375,0.34908294677734375
23,36,0.2982177734375,0.2982177734375
18,43,0.3126258850097656,0.3126258850097656
17,17,0.19830322265625,0.19830322265625
33,6,0.3268280029296875,0.3268280029296875
20,38,0.39337158203125,0.39337158203125
33,52,0.032073974609375,0.032073974609375
19,29,0.17073822021484375,0.17073822021484375
29,9,0.18486404418945312,0.18486404418945312
6,37,0.04088592529296875,0.04088592529296875
29,78,0.047931671142578125,0.047931671142578125
31,19,0.01092529296875,0.01092529296875
20,67,0.16531753540039062,0.16531753540039062
7,37,0.08977127075195312,0.08977127075195312
27,54,0.07889556884765625,0.07889556884765625
32,19,0.18693923950195312,0.18693923950195312
35,7,0.32205963134765625,0.32205963134765625
29,13,0.10817337036132812,0.10817337036132812
9,35,0.1800994873046875,0.1800994873046875
30,62,0.008937835693359375,0.008937835693359375
28,37,0.0565338134765625,0.0565338134765625
8,23,0.233642578125,0.233642578125
36,37,0.3033103942871094,0.3033103942871094
10,49,0.4814033508300781,0.4814033508300781
22,34,0.3681907653808594,0.3681907653808594
25,43,0.26746368408203125,0.26746368408203125
18,48,0.26302337646484375,0.26302337646484375
32,42,0.01421356201171875,0.01421356201171875
37,43,0.21183013916015625,0.21183013916015625
21,70,0.23918533325195312,0.23918533325195312
33,25,0.14751434326171875,0.14751434326171875
28,14,0.0,0.0
29,10,0.155853271484375,0.155853271484375
26,40,0.16742324829101562,0.16742324829101562
35,55,0.027927398681640625,0.027927398681640625
7,28,0.2878074645996094,0.2878074645996094
33,42,0.22156906127929688,0.22156906127929688
29,32,0.012298583984375,0.012298583984375
9,38,0.08172225952148438,0.08172225952148438
28,8,0.21033096313476562,0.21033096313476562
8,36,0.0,0.0
5,22,0.26689910888671875,0.26689910888671875
30,44,0.13812637329101562,0.13812637329101562
25,37,0.308990478515625,0.308990478515625
15,26,0.3201255798339844,0.3201255798339844
16,75,0.4229087829589844,0.4229087829589844
30,12,0.13183975219726562,0.13183975219726562
32,64,0.19390869140625,0.19390869140625
31,38,0.2575340270996094,0.2575340270996094
31,42,0.4815559387207031,0.4815559387207031
27,82,0.15506744384765625,0.15506744384765625
30,37,0.1013336181640625,0.1013336181640625
13,45,0.047595977783203125,0.047595977783203125
36,44,0.005970001220703125,0.005970001220703125
31,47,0.024379730224609375,0.024379730224609375
33,58,0.2856254577636719,0.2856254577636719
21,19,0.4479026794433594,0.4479026794433594
28,5,0.2778816223144531,0.2778816223144531
17,42,0.37522125244140625,0.37522125244140625
32,37,0.2747306823730469,0.2747306823730469
29,50,0.15721511840820312,0.15721511840820312
22,53,0.03058624267578125,0.03058624267578125
30,29,0.29593658447265625,0.29593658447265625
21,59,0.10150909423828125,0.10150909423828125
22,50,0.14702224731445312,0.14702224731445312
23,43,0.3365440368652344,0.3365440368652344
6,19,0.37615966796875,0.37615966796875
38,40,0.2946128845214844,0.2946128845214844
12,45,0.018795013427734375,0.018795013427734375
30,9,0.04979705810546875,0.04979705810546875
18,63,0.07147598266601562,0.07147598266601562
9,44,0.04541015625,0.04541015625
30,47,0.148101806640625,0.148101806640625
13,38,0.22435760498046875,0.22435760498046875
17,46,0.21758270263671875,0.21758270263671875
19,45,0.040790557861328125,0.040790557861328125
25,71,0.2035064697265625,0.2035064697265625
22,59,0.08935546875,0.08935546875
7,23,0.0319061279296875,0.0319061279296875
36,54,0.05161285400390625,0.05161285400390625
33,57,0.09442901611328125,0.09442901611328125
8,30,0.12676239013671875,0.12676239013671875
19,55,0.13314437866210938,0.13314437866210938
10,33,0.12607574462890625,0.12607574462890625
21,82,0.05178070068359375,0.05178070068359375
30,11,0.16251754760742188,0.16251754760742188
19,70,0.0743560791015625,0.0743560791015625
15,54,0.21829986572265625,0.21829986572265625
32,38,0.296173095703125,0.296173095703125
26,39,0.141876220703125,0.141876220703125
2,41,0.08744049072265625,0.08744049072265625
16,54,0.23145294189453125,0.23145294189453125
1,44,0.1333770751953125,0.1333770751953125
19,51,0.106597900390625,0.106597900390625
27,27,0.00949859619140625,0.00949859619140625
31,29,0.15473175048828125,0.15473175048828125
8,27,0.4588165283203125,0.4588165283203125
15,57,0.13638687133789062,0.13638687133789062
22,33,0.37943267822265625,0.37943267822265625
17,48,0.0,0.0
14,28,0.036975860595703125,0.036975860595703125
17,47,0.20487213134765625,0.20487213134765625
19,78,0.0660400390625,0.0660400390625
16,41,0.4120674133300781,0.4120674133300781
6,25,0.20699310302734375,0.20699310302734375
30,78,0.0125274658203125,0.0125274658203125
22,37,0.5284080505371094,0.5284080505371094
12,46,0.21219253540039062,0.21219253540039062
32,59,0.09289932250976562,0.09289932250976562
37,49,0.07403182983398438,0.07403182983398438
30,42,0.2562446594238281,0.2562446594238281
14,43,0.3582916259765625,0.3582916259765625
19,54,0.18479156494140625,0.18479156494140625
16,63,0.09304428100585938,0.09304428100585938
34,41,0.49725341796875,0.49725341796875
27,9,0.09588241577148438,0.09588241577148438
6,33,0.13692855834960938,0.13692855834960938
13,51,0.2822532653808594,0.2822532653808594
14,34,0.6189422607421875,0.6189422607421875
16,16,0.2870063781738281,0.2870063781738281
22,43,0.022022247314453125,0.022022247314453125
13,24,0.09882354736328125,0.09882354736328125
25,25,0.041881561279296875,0.041881561279296875
23,70,0.03037261962890625,0.03037261962890625
6,41,0.026386260986328125,0.026386260986328125
3,40,0.11615371704101562,0.11615371704101562
22,72,0.10529327392578125,0.10529327392578125
17,64,0.24740219116210938,0.24740219116210938
19,73,0.2968025207519531,0.2968025207519531
14,27,0.2583656311035156,0.2583656311035156
6,28,0.100372314453125,0.100372314453125
29,47,0.0,0.0
24,24,0.0,0.0
19,17,0.24180221557617188,0.24180221557617188
21,21,0.1337127685546875,0.1337127685546875
22,49,0.11565780639648438,0.11565780639648438
30,60,0.06689453125,0.06689453125
8,46,0.4140663146972656,0.4140663146972656
29,7,0.12982177734375,0.12982177734375
29,72,0.48354339599609375,0.48354339599609375
33,15,0.085479736328125,0.085479736328125
4,44,0.0,0.0
8,18,0.23215866088867188,0.23215866088867188
31,17,0.4061088562011719,0.4061088562011719
29,34,0.11162567138671875,0.11162567138671875
15,47,0.16890716552734375,0.16890716552734375
28,23,0.0,0.0
30,28,0.048160552978515625,0.048160552978515625
24,51,0.1245880126953125,0.1245880126953125
